cd C:\RC\Sketchbook\Foxetron\Foxetron_AngleController\Release
avr-nm -C -S -l -f sysv Foxetron_AngleController.elf

Name                  Value   Class        Type         Size     Line  Section
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
.do_clear_bss_loop  |0000042c|   t  |            NOTYPE|        |     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:874
IttyBitty::Message::Message(unsigned char, unsigned char)|00002f9a|   T  |              FUNC|00000034|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_messages.cpp:177
IttyBitty::Message::Message(char const*)|0000307a|   T  |              FUNC|00000012|     |.text        C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_messages.cpp:274
IttyBitty::Message::Message(IttyBitty::Message const&)|00002fce|   T  |              FUNC|0000003a|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_messages.cpp:184
IttyBitty::Message::Message(unsigned char, unsigned char)|00002f9a|   T  |              FUNC|00000034|     |.text
IttyBitty::Message::Message(char const*)|0000307a|   T  |              FUNC|00000012|     |.text
IttyBitty::Message::Message(IttyBitty::Message const&)|00002fce|   T  |              FUNC|0000003a|     |.text
IttyBitty::Message::~Message()|00002882|   T  |              FUNC|00000016|     |.text
IttyBitty::Message::~Message()|00002862|   T  |              FUNC|00000022|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_messages.cpp:231
IttyBitty::Message::~Message()|00002862|   T  |              FUNC|00000022|     |.text
IttyBitty::Message::operator[](unsigned char)|000026dc|   T  |              FUNC|00000022|     |.text
IttyBitty::_BitPack::BitSize()|000017c0|   T  |              FUNC|00000006|     |.text
IttyBitty::_BitPack::_BitPack()|000017be|   T  |              FUNC|00000002|     |.text C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_bits.cpp:18
IttyBitty::_BitPack::_BitPack()|000017be|   T  |              FUNC|00000002|     |.text
IttyBitty::InitGPIO()|00002118|   T  |              FUNC|0000000a|     |.text
IttyBitty::PrintVal(unsigned int, HardwareSerial&)|00003bde|   T  |              FUNC|00000010|     |.text
IttyBitty::SramFree()|0000268c|   T  |              FUNC|0000002e|     |.text
IttyBitty::_BitProxy::NULL_OBJECT()|00001c1a|   T  |              FUNC|00000034|     |.text
IttyBitty::_BitProxy::Flip()|000018f0|   T  |              FUNC|00000026|     |.text
IttyBitty::_BitProxy::operator=(bool)|00001898|   T  |              FUNC|00000058|     |.text
IttyBitty::_BitProxy::operator=(IttyBitty::_BitProxy const&)|00001862|   T  |              FUNC|00000036|     |.text
IttyBitty::_BitProxy::~_BitProxy()|00001baa|   T  |              FUNC|00000010|     |.text
IttyBitty::_BitProxy::~_BitProxy()|0000181e|   T  |              FUNC|0000000c|     |.text      C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_bytes.cpp:43
IttyBitty::_BitProxy::~_BitProxy()|0000181e|   T  |              FUNC|0000000c|     |.text
IttyBitty::ByteField::NULL_OBJECT()|00001e04|   T  |              FUNC|00000024|     |.text
IttyBitty::ByteField::SetLowNybble(unsigned char)|00001b14|   T  |              FUNC|00000046|     |.text
IttyBitty::ByteField::ReferenceFrom(IttyBitty::ByteField const&)|00001a5a|   T  |              FUNC|00000020|     |.text
IttyBitty::ByteField::SetHighNybble(unsigned char)|00001b6c|   T  |              FUNC|0000003e|     |.text
IttyBitty::ByteField::Bit(unsigned int)|00001c4e|   T  |              FUNC|00000066|     |.text
IttyBitty::ByteField::Byte(unsigned int)|00001a06|   T  |              FUNC|00000002|     |.text
IttyBitty::ByteField::Flip(unsigned int)|000019ba|   T  |              FUNC|00000032|     |.text
IttyBitty::ByteField::PointTo(unsigned char volatile*)|00001a52|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::CopyFrom(IttyBitty::ByteField const&)|00001a24|   T  |              FUNC|00000026|     |.text
IttyBitty::ByteField::SetValue(unsigned char)|00001a16|   T  |              FUNC|0000000e|     |.text
IttyBitty::ByteField::operator=(IttyBitty::ByteField&&)|00001d80|   T  |              FUNC|00000044|     |.text
IttyBitty::ByteField::operator=(IttyBitty::ByteField const&)|00001dc2|   T  |              FUNC|00000044|     |.text
IttyBitty::ByteField::ByteField(unsigned char volatile*)|00001d48|   T  |              FUNC|00000012|     |.text        C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_bytes.cpp:94
IttyBitty::ByteField::ByteField(unsigned char const&)|00001cb2|   T  |              FUNC|00000034|     |.text   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_bytes.cpp:226
IttyBitty::ByteField::ByteField()|00001d1e|   T  |              FUNC|0000002c|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_bytes.cpp:345
IttyBitty::ByteField::ByteField(unsigned char volatile*)|00001d48|   T  |              FUNC|00000012|     |.text
IttyBitty::ByteField::ByteField(unsigned char const&)|00001cb2|   T  |              FUNC|00000034|     |.text
IttyBitty::ByteField::ByteField()|00001d1e|   T  |              FUNC|0000002c|     |.text
IttyBitty::ByteField::operator IttyBitty::ByteField**()|00001966|   T  |              FUNC|0000001c|     |.text
IttyBitty::ByteField::operator char volatile**()|00001950|   T  |              FUNC|00000010|     |.text
IttyBitty::ByteField::operator unsigned char volatile**()|0000193c|   T  |              FUNC|00000004|     |.text
IttyBitty::ByteField::operator char volatile*()|00001ae2|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::operator unsigned char volatile*()|00001ad2|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::operator IttyBitty::_BitPack volatile*()|00001afa|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::operator char volatile&()|00001aea|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::operator unsigned char volatile&()|00001ada|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::~ByteField()|00001d5a|   T  |              FUNC|0000001e|     |.text      C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_bytes.cpp:119
IttyBitty::ByteField::~ByteField()|00001d5a|   T  |              FUNC|0000001e|     |.text
IttyBitty::ByteField::operator[](unsigned int)|00001992|   T  |              FUNC|0000001c|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::Transmit(unsigned char, TwoWire&)|000036c6|   W  |              FUNC|00000052|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::Transmit(HardwareSerial&)|0000365a|   W  |              FUNC|00000064|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::~DatumBase()|0000335e|   W  |              FUNC|00000016|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::~DatumBase()|0000332c|   W  |              FUNC|00000036|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:480
IttyBitty::DatumBase<IttyBitty::ConstValue>::~DatumBase()|0000332c|   W  |              FUNC|00000036|     |.text
IttyBitty::ParamBase::FromBinary(unsigned char const*)|000032e6|   T  |              FUNC|0000003e|     |.text
IttyBitty::ParamBase::FromString(char const*)|0000354a|   T  |              FUNC|000000ce|     |.text
IttyBitty::ParamBase::Transmit(unsigned char, TwoWire&)|00003718|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::Transmit(HardwareSerial&)|000036be|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::ParamBase()|000038c0|   W  |              FUNC|0000002e|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:100
IttyBitty::ParamBase::ParamBase()|000038c0|   W  |              FUNC|0000002e|     |.text
IttyBitty::ParamBase::~ParamBase()|00003388|   W  |              FUNC|00000016|     |.text
IttyBitty::ParamBase::~ParamBase()|00003372|   W  |              FUNC|00000018|     |.text      C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_datum.h:256
IttyBitty::ParamBase::~ParamBase()|00003372|   W  |              FUNC|00000018|     |.text
IttyBitty::PrintLine(bool, HardwareSerial&)|00003c16|   T  |              FUNC|00000020|     |.text
IttyBitty::PrintLine(unsigned char, HardwareSerial&)|00003c34|   T  |              FUNC|00000018|     |.text
IttyBitty::PrintLine(__FlashStringHelper const*, HardwareSerial&)|00003c72|   T  |              FUNC|00000014|     |.text
IttyBitty::PrintLine(char const*, HardwareSerial&)|00003c60|   T  |              FUNC|00000014|     |.text
IttyBitty::PrintLine(unsigned short, HardwareSerial&)|00003c4a|   T  |              FUNC|00000018|     |.text
char const* IttyBitty::StringReadValue<unsigned char>(unsigned char&, char const*, unsigned char) [clone .isra.3]|00003510|   t  |              FUNC|0000003a|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:129
char const* IttyBitty::StringReadValue<unsigned char>(unsigned char&, char const*, unsigned char) [clone .isra.3]|00002b20|   t  |              FUNC|0000003a|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_datum.h:142
char const* IttyBitty::StringReadValue<unsigned int>(unsigned int&, char const*, unsigned char) [clone .isra.2] [clone .constprop.8]|00002c10|   t  |              FUNC|00000044|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_datum.h:142

char* IttyBitty::StringInsertValue<unsigned char const>(unsigned char const&, char*, unsigned char) [clone .isra.1] [clone .constprop.10]|00002c54|   t  |              FUNC|00000062|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_dat
um.h:121
char* IttyBitty::StringInsertValue<unsigned char const>(unsigned char const&, char*, unsigned char) [clone .isra.1] [clone .constprop.9]|00003720|   t  |              FUNC|00000062|     |.text        C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_par
ams.h:96
operator new[](unsigned int)|000060a4|   T  |              FUNC|00000006|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/new.cpp:35
Foxetron::AngleResponse::Degrees() const|00005578|   T  |              FUNC|00000024|     |.text
Foxetron::StatusResponse::StatusMessage() const|00005376|   T  |              FUNC|0000001e|     |.text
Foxetron::DriverStatusResponse::StatusCode() const|0000585e|   T  |              FUNC|00000022|     |.text
Foxetron::ControllerStatusResponse::StatusCode() const|000056ae|   T  |              FUNC|00000022|     |.text
Foxetron::Response::ErrorCode() const|00005354|   T  |              FUNC|00000022|     |.text
SdVolume::fatGet(unsigned long, unsigned long*) const|0000139e|   T  |              FUNC|000000ec|     |.text
IttyBitty::ConstValue::operator char const*() const|00003d32|   T  |              FUNC|00000008|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:143
IttyBitty::ConstValue::operator unsigned char const*() const|00003d2a|   T  |              FUNC|00000008|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:138
IttyBitty::ConstValue::operator IttyBitty::_BitPack const volatile*() const|00003d3a|   T  |              FUNC|00000008|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:148
IttyBitty::ConstValue::operator bool const&() const|00003d46|   T  |              FUNC|00000002|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:163
IttyBitty::ConstValue::operator char const&() const|00003d42|   T  |              FUNC|00000002|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:153
IttyBitty::ConstValue::operator float const&() const|00003d50|   T  |              FUNC|00000002|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:188
IttyBitty::ConstValue::operator unsigned char const&() const|00003d44|   T  |              FUNC|00000002|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:158
IttyBitty::ConstValue::operator long const&() const|00003d4c|   T  |              FUNC|00000002|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:178
IttyBitty::ConstValue::operator unsigned long const&() const|00003d4e|   T  |              FUNC|00000002|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:183
IttyBitty::ConstValue::operator short const&() const|00003d48|   T  |              FUNC|00000002|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:168
IttyBitty::ConstValue::operator unsigned short const&() const|00003d4a|   T  |              FUNC|00000002|     |.text   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:173
IttyBitty::VarLengthParam::ByteWidth() const|00003470|   T  |              FUNC|00000016|     |.text
IttyBitty::VarLengthParam::operator char const*() const|0000343e|   T  |              FUNC|00000008|     |.text
IttyBitty::VarLengthParam::operator unsigned char const*() const|00003444|   T  |              FUNC|00000008|     |.text
IttyBitty::VarLengthParam::operator IttyBitty::_BitPack const volatile*() const|0000344a|   T  |              FUNC|00000008|     |.text
IttyBitty::_Port::GetPinMode(unsigned int) const|00002268|   W  |              FUNC|0000008e|     |.text
IttyBitty::_Port::CheckPinSet(unsigned int) const|000023fa|   W  |              FUNC|0000004a|     |.text
IttyBitty::_Port::CheckPinUnset(unsigned int) const|00002440|   W  |              FUNC|0000004c|     |.text
IttyBitty::_Port::ReadPin(unsigned int) const|0000236e|   W  |              FUNC|0000004a|     |.text
IttyBitty::_Port::CheckPin(unsigned int) const|000023b4|   W  |              FUNC|0000004a|     |.text
IttyBitty::_Port::operator[](unsigned int) const|00001eca|   W  |              FUNC|00000010|     |.text
IttyBitty::Param::operator bool const&() const|0000341a|   T  |              FUNC|00000008|     |.text
IttyBitty::Param::operator char const&() const|0000340e|   T  |              FUNC|00000008|     |.text
IttyBitty::Param::operator float const&() const|00003438|   T  |              FUNC|00000008|     |.text
IttyBitty::Param::operator unsigned char const&() const|00003414|   T  |              FUNC|00000008|     |.text
IttyBitty::Param::operator long const&() const|0000342c|   T  |              FUNC|00000008|     |.text
IttyBitty::Param::operator unsigned long const&() const|00003432|   T  |              FUNC|00000008|     |.text
IttyBitty::Param::operator short const&() const|00003420|   T  |              FUNC|00000008|     |.text
IttyBitty::Param::operator unsigned short const&() const|00003426|   T  |              FUNC|00000008|     |.text
IttyBitty::Message::BinarySize() const|0000272a|   T  |              FUNC|00000012|     |.text
IttyBitty::Message::FreeBuffer() const|00002896|   T  |              FUNC|0000001a|     |.text
IttyBitty::Message::ParamCount() const|000026fe|   T  |              FUNC|00000006|     |.text
IttyBitty::Message::StringSize() const|0000273c|   T  |              FUNC|00000012|     |.text
IttyBitty::Message::GetMessageCode() const|00002704|   T  |              FUNC|00000006|     |.text
IttyBitty::Message::ParamsBinarySize() const|0000274e|   T  |              FUNC|0000004e|     |.text
IttyBitty::Message::ParamsStringSize() const|0000279c|   T  |              FUNC|00000050|     |.text
IttyBitty::Message::Param(unsigned char) const|0000270a|   T  |              FUNC|00000010|     |.text
IttyBitty::Message::printTo(Print&) const|00002a8a|   T  |              FUNC|00000096|     |.text
IttyBitty::Message::ToBinary() const|000028c0|   T  |              FUNC|000000de|     |.text
IttyBitty::Message::ToString() const|00002cb6|   T  |              FUNC|00000160|     |.text
IttyBitty::Message::operator[](unsigned char) const|000026ba|   T  |              FUNC|00000022|     |.text
IttyBitty::_BitPack::Bit(unsigned int) const|000017c6|   T  |              FUNC|00000058|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_bits.cpp:73
IttyBitty::_BitProxy::operator bool() const|00001838|   T  |              FUNC|0000002a|     |.text
IttyBitty::ByteField::HighNybble() const|00001b5a|   T  |              FUNC|00000012|     |.text
IttyBitty::ByteField::CloneByValue() const|00001ce6|   T  |              FUNC|0000003a|     |.text
IttyBitty::ByteField::CloneByReference() const|00001bba|   T  |              FUNC|0000002a|     |.text
IttyBitty::ByteField::Bit(unsigned int) const|00001c10|   T  |              FUNC|0000000c|     |.text
IttyBitty::ByteField::Byte(unsigned int) const|00001e26|   T  |              FUNC|00000044|     |.text
IttyBitty::ByteField::Mask(unsigned char) const|00001a7a|   T  |              FUNC|00000028|     |.text
IttyBitty::ByteField::Mask(IttyBitty::ByteField const&) const|00001aa2|   T  |              FUNC|00000030|     |.text
IttyBitty::ByteField::Size() const|000019ae|   T  |              FUNC|00000006|     |.text
IttyBitty::ByteField::Bytes() const|000019ea|   T  |              FUNC|0000001c|     |.text
IttyBitty::ByteField::Value() const|00001a08|   T  |              FUNC|0000000e|     |.text
IttyBitty::ByteField::Pointer() const|00001a4a|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::BitWidth() const|00001be4|   T  |              FUNC|0000002e|     |.text
IttyBitty::ByteField::ByteSize() const|000019b4|   T  |              FUNC|00000006|     |.text
IttyBitty::ByteField::LowNybble() const|00001b02|   T  |              FUNC|00000012|     |.text
IttyBitty::ByteField::operator char const() const|00001924|   T  |              FUNC|00000010|     |.text
IttyBitty::ByteField::operator unsigned char const() const|00001916|   T  |              FUNC|0000000e|     |.text
IttyBitty::ByteField::operator char const*() const|00001940|   T  |              FUNC|00000010|     |.text
IttyBitty::ByteField::operator unsigned char const*() const|00001934|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::operator IttyBitty::ByteField*() const|00001960|   T  |              FUNC|00000006|     |.text
IttyBitty::ByteField::operator IttyBitty::_BitPack const volatile*() const|00001af2|   T  |              FUNC|00000008|     |.text
IttyBitty::ByteField::operator[](unsigned int) const|00001982|   T  |              FUNC|00000010|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::BinarySize() const|0000322e|   W  |              FUNC|00000012|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::FreeBuffer() const|00003484|   W  |              FUNC|0000001a|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::StringSize() const|00003248|   W  |              FUNC|00000016|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::GetDataSize() const|0000321c|   W  |              FUNC|0000000c|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::GetDataType() const|00003228|   W  |              FUNC|00000006|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::StringLength() const|00003200|   W  |              FUNC|00000014|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::printTo(Print&) const|000034a6|   W  |              FUNC|00000062|     |.text
IttyBitty::DatumBase<IttyBitty::ConstValue>::ByteWidth() const|00003450|   W  |              FUNC|00000018|     |.text
IttyBitty::ParamBase::BinarySize() const|00003240|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::FreeBuffer() const|0000349e|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::StringSize() const|0000325e|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::GetDataSize() const|000031e6|   W  |              FUNC|0000000c|     |.text
IttyBitty::ParamBase::GetDataType() const|000031f6|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::StringLength() const|00003214|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::printTo(Print&) const|00003508|   W  |              FUNC|00000006|     |.text
IttyBitty::ParamBase::ToBinary() const|00003266|   T  |              FUNC|00000080|     |.text
IttyBitty::ParamBase::ToString() const|00003782|   T  |              FUNC|00000144|     |.text
IttyBitty::ParamBase::ByteWidth() const|00003468|   W  |              FUNC|00000006|     |.text
operator new(unsigned int)|000060a0|   T  |              FUNC|00000006|     |.text      C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/new.cpp:31
non-virtual thunk to Foxetron::Response::ErrorCode() const|000058ca|   T  |              FUNC|00000008|     |.text      C:\RC\Sketchbook\Foxetron/Foxetron_messages.cpp:282
non-virtual thunk to IttyBitty::VarLengthParam::FromBinary(unsigned char const*)|00003bbe|   T  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::VarLengthParam::FromString(char const*)|00003bd6|   T  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::VarLengthParam::~VarLengthParam()|000033f8|   W  |              FUNC|00000008|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:189
non-virtual thunk to IttyBitty::VarLengthParam::~VarLengthParam()|00003bca|   W  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::Param::~Param()|000033ca|   W  |              FUNC|00000008|     |.text C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:139
non-virtual thunk to IttyBitty::Param::~Param()|00003bc6|   W  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::ParamBase::FromBinary(unsigned char const*)|00003bba|   T  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::ParamBase::FromString(char const*)|00003bd2|   T  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::ParamBase::Transmit(unsigned char, TwoWire&)|0000371c|   W  |              FUNC|00000008|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:96
non-virtual thunk to IttyBitty::ParamBase::Transmit(HardwareSerial&)|000036c2|   W  |              FUNC|00000008|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:91
non-virtual thunk to IttyBitty::ParamBase::~ParamBase()|0000339c|   W  |              FUNC|00000008|     |.text C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:58
non-virtual thunk to IttyBitty::ParamBase::~ParamBase()|00003bc2|   W  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::VarLengthParam::ByteWidth() const|00003bce|   T  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::ParamBase::BinarySize() const|00003244|   W  |              FUNC|00000008|     |.text   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:112
non-virtual thunk to IttyBitty::ParamBase::FreeBuffer() const|000034a2|   W  |              FUNC|00000008|     |.text   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:121
non-virtual thunk to IttyBitty::ParamBase::StringSize() const|00003262|   W  |              FUNC|00000008|     |.text   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:117
non-virtual thunk to IttyBitty::ParamBase::GetDataSize() const|000031f2|   W  |              FUNC|00000008|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:76
non-virtual thunk to IttyBitty::ParamBase::GetDataType() const|000031fc|   W  |              FUNC|00000008|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:81
non-virtual thunk to IttyBitty::ParamBase::StringLength() const|00003218|   W  |              FUNC|00000008|     |.text C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:71
non-virtual thunk to IttyBitty::ParamBase::printTo(Print&) const|0000350c|   W  |              FUNC|00000008|     |.text        C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:129
non-virtual thunk to IttyBitty::ParamBase::ToBinary() const|00003bb6|   T  |              FUNC|00000008|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:422
non-virtual thunk to IttyBitty::ParamBase::ToString() const|00003bda|   T  |              FUNC|00000008|     |.text
non-virtual thunk to IttyBitty::ParamBase::ByteWidth() const|0000346c|   W  |              FUNC|00000008|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:67
non-virtual thunk to Foxetron::StatusResponse::StatusMessage() const|000058ce|   T  |              FUNC|00000008|     |.text
vtable for BigCrystal_I2C|0080038b|   V  |            OBJECT|00000008|     |.data
vtable for HardwareSerial|008004a3|   V  |            OBJECT|00000010|     |.data
vtable for LiquidCrystal_I2C|00800393|   V  |            OBJECT|00000008|     |.data
vtable for SdFile   |00800116|   V  |            OBJECT|00000008|     |.data
vtable for TwoWire  |0080036f|   V  |            OBJECT|00000010|     |.data
vtable for vargb::Curve::Sine|00800367|   V  |            OBJECT|00000008|     |.data
vtable for vargb::Curve::Curve|0080034f|   V  |            OBJECT|00000008|     |.data
vtable for vargb::Curve::Linear|0080035f|   V  |            OBJECT|00000008|     |.data
vtable for vargb::Curve::Flasher|00800357|   V  |            OBJECT|00000008|     |.data
vtable for Foxetron::StatusResponse|008003d7|   V  |            OBJECT|00000044|     |.data
vtable for Foxetron::DriverStatusResponse|0080045f|   V  |            OBJECT|00000044|     |.data
vtable for Foxetron::ControllerStatusResponse|0080041b|   V  |            OBJECT|00000044|     |.data
vtable for Foxetron::Response|0080039b|   V  |            OBJECT|0000003c|     |.data
vtable for IttyBitty::ISerializable|00800187|   V  |            OBJECT|00000018|     |.data
vtable for IttyBitty::_PortRegisters|0080019f|   V  |            OBJECT|0000000a|     |.data
vtable for IttyBitty::VarLengthParam|008002d8|   V  |            OBJECT|00000068|     |.data
vtable for IttyBitty::_Port|008001a9|   V  |            OBJECT|0000002a|     |.data
vtable for IttyBitty::Param|0080027a|   V  |            OBJECT|0000005e|     |.data
vtable for IttyBitty::Message|008001da|   V  |            OBJECT|00000034|     |.data
vtable for IttyBitty::_BitProxy|0080011e|   V  |            OBJECT|00000010|     |.data
vtable for IttyBitty::ByteField|0080012e|   V  |            OBJECT|00000056|     |.data
vtable for IttyBitty::DatumBase<IttyBitty::ConstValue>|0080020e|   V  |            OBJECT|00000024|     |.data
vtable for IttyBitty::ParamBase|00800232|   V  |            OBJECT|00000048|     |.data
loop::__c           |000000a5|   t  |            OBJECT|00000007|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:659
setup::__c          |000000ac|   t  |            OBJECT|00000004|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:660
OnMessage(IttyBitty::IMessage*)::__c|00000094|   t  |            OBJECT|00000011|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:657
Foxetron::AngleResponse::Handle(void*, void const*)::__c|0000032f|   t  |            OBJECT|00000016|     |.text        C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:854
Foxetron::StatusRequest::Handle(void*, void const*)::__c|00000356|   t  |            OBJECT|00000016|     |.text        C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:857
Foxetron::StatusResponse::Handle(void*, void const*)::__c|000002ff|   t  |            OBJECT|00000017|     |.text       C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:844
Foxetron::NewAngleResponse::Handle(void*, void const*)::__c|00000316|   t  |            OBJECT|00000019|     |.text     C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:850
Foxetron::DriverStatusResponse::Handle(void*, void const*)::__c|000002c1|   t  |            OBJECT|0000001d|     |.text C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:833
Foxetron::ControllerStatusResponse::Handle(void*, void const*)::__c|000002de|   t  |            OBJECT|00000021|     |.text     C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:836
Foxetron::Request::Handle(void*, void const*)::__c|0000036c|   t  |            OBJECT|00000010|     |.text      C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:857
Foxetron::Response::Handle(void*, void const*)::__c|00000345|   t  |            OBJECT|00000011|     |.text     C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:854
IttyBitty::ReceiveMessageAsString(Stream&)::__c|00000122|   t  |            OBJECT|00000018|     |.text C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:675
IttyBitty::ReceiveMessageAsString(Stream&)::__c|000000ff|   t  |            OBJECT|00000023|     |.text C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:672
